
5940;0;5940;0;0;0
5960;0;5960;0;0;0
5975;0;5975;0;0;0
6000;0;6000;0;0;0
6240;0;6240;0;0;0
6360;0;6360;0;0;0
6600;0;6600;0;0;0
6720;0;6720;0;0;0
7000;0;7000;0;0;0
7005;0;7005;0;0;0
7041;0;7041;0;0;0
9900;0;9900;0;0;0
9775;0;9775;0;0;0
11500;0;11500;0;0;0
11960;0;11960;0;0;0
13500;0;13500;0;0;0
13600;0;13600;0;0;0
15455;0;15455;0;0;0
18000;0;18000;0;0;0
